location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_fullnames
Oklahoma,OK,2,2024-11-23,2024-12-07,CMU-TimeSeries,10.560182626915795,126.47575052422764,252.37505810230707,315.4632696274186,452.3673990198849,11,126,252,315,452,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Oklahoma,OK,2,2024-11-23,2024-12-07,CMU-TimeSeries,10.560182626915795,126.47575052422764,252.37505810230707,315.4632696274186,452.3673990198849,11,126,252,315,452,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Oklahoma,OK,3,2024-11-23,2024-12-14,CMU-TimeSeries,10.435812504505703,121.74411818932415,268.3660814820965,330.5497466765123,467.37067444953453,10,122,268,331,467,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Oklahoma,OK,3,2024-11-23,2024-12-14,CMU-TimeSeries,10.435812504505703,121.74411818932415,268.3660814820965,330.5497466765123,467.37067444953453,10,122,268,331,467,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Oregon,OR,-1,2024-11-23,2024-11-16,CMU-TimeSeries,26.206082745030706,121.61007197556735,154.55369154900313,192.60199961127148,330.0021503515172,26,122,155,193,330,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Oregon,OR,-1,2024-11-23,2024-11-16,CMU-TimeSeries,26.206082745030706,121.61007197556735,154.55369154900313,192.60199961127148,330.0021503515172,26,122,155,193,330,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Oregon,OR,0,2024-11-23,2024-11-23,CMU-TimeSeries,28.376587772344323,121.22697135266614,158.63040538010736,213.48970604056703,367.7421957233085,28,121,159,213,368,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Oregon,OR,0,2024-11-23,2024-11-23,CMU-TimeSeries,28.376587772344323,121.22697135266614,158.63040538010736,213.48970604056703,367.7421957233085,28,121,159,213,368,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Oregon,OR,1,2024-11-23,2024-11-30,CMU-TimeSeries,33.048317535179784,124.77183184972844,164.5522449140108,246.77834363386705,416.0247217260585,33,125,165,247,416,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Oregon,OR,1,2024-11-23,2024-11-30,CMU-TimeSeries,33.048317535179784,124.77183184972844,164.5522449140108,246.77834363386705,416.0247217260585,33,125,165,247,416,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Oregon,OR,2,2024-11-23,2024-12-07,CMU-TimeSeries,30.97443059999109,125.48688595518792,175.17564906295277,258.0451580068684,427.8462210861757,31,125,175,258,428,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Oregon,OR,2,2024-11-23,2024-12-07,CMU-TimeSeries,30.97443059999109,125.48688595518792,175.17564906295277,258.0451580068684,427.8462210861757,31,125,175,258,428,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Oregon,OR,3,2024-11-23,2024-12-14,CMU-TimeSeries,16.57870413413298,93.97232172979304,178.57202003622874,265.85172402873343,437.58805036750283,17,94,179,266,438,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Oregon,OR,3,2024-11-23,2024-12-14,CMU-TimeSeries,16.57870413413298,93.97232172979304,178.57202003622874,265.85172402873343,437.58805036750283,17,94,179,266,438,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Pennsylvania,PA,-1,2024-11-23,2024-11-16,CMU-TimeSeries,100.70142656553628,779.9930343537353,1089.4652077917974,1340.683430250633,4689.763828864174,101,780,1089,1341,4690,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Pennsylvania,PA,-1,2024-11-23,2024-11-16,CMU-TimeSeries,100.70142656553628,779.9930343537353,1089.4652077917974,1340.683430250633,4689.763828864174,101,780,1089,1341,4690,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Pennsylvania,PA,0,2024-11-23,2024-11-23,CMU-TimeSeries,110.5485664039788,805.7189862254877,1112.6239835544206,1367.4352714483987,4707.644698744229,111,806,1113,1367,4708,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Pennsylvania,PA,0,2024-11-23,2024-11-23,CMU-TimeSeries,110.5485664039788,805.7189862254877,1112.6239835544206,1367.4352714483987,4707.644698744229,111,806,1113,1367,4708,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Pennsylvania,PA,1,2024-11-23,2024-11-30,CMU-TimeSeries,118.75300340342353,848.1330769438703,1158.4384323814784,1396.4340424265772,4715.19915116751,119,848,1158,1396,4715,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Pennsylvania,PA,1,2024-11-23,2024-11-30,CMU-TimeSeries,118.75300340342353,848.1330769438703,1158.4384323814784,1396.4340424265772,4715.19915116751,119,848,1158,1396,4715,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Pennsylvania,PA,2,2024-11-23,2024-12-07,CMU-TimeSeries,166.26782288156704,928.7062886186678,1207.3957120169498,1502.1235386957303,4802.318811434084,166,929,1207,1502,4802,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Pennsylvania,PA,2,2024-11-23,2024-12-07,CMU-TimeSeries,166.26782288156704,928.7062886186678,1207.3957120169498,1502.1235386957303,4802.318811434084,166,929,1207,1502,4802,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Pennsylvania,PA,3,2024-11-23,2024-12-14,CMU-TimeSeries,167.85270585431348,966.3696617232534,1260.8249190533809,1524.7528027813967,4793.0855802079495,168,966,1261,1525,4793,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Pennsylvania,PA,3,2024-11-23,2024-12-14,CMU-TimeSeries,167.85270585431348,966.3696617232534,1260.8249190533809,1524.7528027813967,4793.0855802079495,168,966,1261,1525,4793,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Puerto Rico,PR,-1,2024-11-23,2024-11-16,CMU-TimeSeries,3.329850026140977,48.95439331639539,73.18006268794926,95.41360993649245,175.32683817243054,3,49,73,95,175,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Puerto Rico,PR,-1,2024-11-23,2024-11-16,CMU-TimeSeries,3.329850026140977,48.95439331639539,73.18006268794926,95.41360993649245,175.32683817243054,3,49,73,95,175,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Puerto Rico,PR,0,2024-11-23,2024-11-23,CMU-TimeSeries,2.592739351362283,44.765427312800156,75.92030755940989,106.17259762955555,202.71043251258334,3,45,76,106,203,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Puerto Rico,PR,0,2024-11-23,2024-11-23,CMU-TimeSeries,2.592739351362283,44.765427312800156,75.92030755940989,106.17259762955555,202.71043251258334,3,45,76,106,203,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Puerto Rico,PR,1,2024-11-23,2024-11-30,CMU-TimeSeries,2.592739351362283,45.247286029715724,80.56592387256761,113.21261328947935,225.51301450466406,3,45,81,113,226,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Puerto Rico,PR,1,2024-11-23,2024-11-30,CMU-TimeSeries,2.592739351362283,45.247286029715724,80.56592387256761,113.21261328947935,225.51301450466406,3,45,81,113,226,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Puerto Rico,PR,2,2024-11-23,2024-12-07,CMU-TimeSeries,2.592739351362283,46.292379719479754,88.31171596643695,131.31618450521978,245.2599341153579,3,46,88,131,245,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Puerto Rico,PR,2,2024-11-23,2024-12-07,CMU-TimeSeries,2.592739351362283,46.292379719479754,88.31171596643695,131.31618450521978,245.2599341153579,3,46,88,131,245,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Puerto Rico,PR,3,2024-11-23,2024-12-14,CMU-TimeSeries,2.489524368610269,30.03255685412573,89.52437390247908,136.2331572194181,253.22001604501014,2,30,90,136,253,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Puerto Rico,PR,3,2024-11-23,2024-12-14,CMU-TimeSeries,2.489524368610269,30.03255685412573,89.52437390247908,136.2331572194181,253.22001604501014,2,30,90,136,253,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Rhode Island,RI,-1,2024-11-23,2024-11-16,CMU-TimeSeries,3.3987187934347425,29.029727934235346,41.33582610971665,54.37525230043232,85.3704341227251,3,29,41,54,85,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Rhode Island,RI,-1,2024-11-23,2024-11-16,CMU-TimeSeries,3.3987187934347425,29.029727934235346,41.33582610971665,54.37525230043232,85.3704341227251,3,29,41,54,85,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Rhode Island,RI,0,2024-11-23,2024-11-23,CMU-TimeSeries,3.5099714799511035,29.5931573034307,43.51006717215501,61.03091834107528,102.17771754270798,4,30,44,61,102,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Rhode Island,RI,0,2024-11-23,2024-11-23,CMU-TimeSeries,3.5099714799511035,29.5931573034307,43.51006717215501,61.03091834107528,102.17771754270798,4,30,44,61,102,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Rhode Island,RI,1,2024-11-23,2024-11-30,CMU-TimeSeries,3.3987187934347425,30.189677474139096,46.65318176940272,65.16138218536457,110.64383605742815,3,30,47,65,111,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Rhode Island,RI,1,2024-11-23,2024-11-30,CMU-TimeSeries,3.3987187934347425,30.189677474139096,46.65318176940272,65.16138218536457,110.64383605742815,3,30,47,65,111,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Rhode Island,RI,2,2024-11-23,2024-12-07,CMU-TimeSeries,3.3987187934347425,35.234952058355546,57.41324410964408,77.28356762237897,116.3216985268204,3,35,57,77,116,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Rhode Island,RI,2,2024-11-23,2024-12-07,CMU-TimeSeries,3.3987187934347425,35.234952058355546,57.41324410964408,77.28356762237897,116.3216985268204,3,35,57,77,116,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Rhode Island,RI,3,2024-11-23,2024-12-14,CMU-TimeSeries,3.3642482219650445,31.601083051192422,58.911287660065064,82.38570055961637,121.9770078316163,3,32,59,82,122,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Rhode Island,RI,3,2024-11-23,2024-12-14,CMU-TimeSeries,3.3642482219650445,31.601083051192422,58.911287660065064,82.38570055961637,121.9770078316163,3,32,59,82,122,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Carolina,SC,-1,2024-11-23,2024-11-16,CMU-TimeSeries,29.165551610573786,141.96707249550903,175.52786257585248,207.8150232747722,339.9421102020792,29,142,176,208,340,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Carolina,SC,-1,2024-11-23,2024-11-16,CMU-TimeSeries,29.165551610573786,141.96707249550903,175.52786257585248,207.8150232747722,339.9421102020792,29,142,176,208,340,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Carolina,SC,0,2024-11-23,2024-11-23,CMU-TimeSeries,25.681857021280464,143.22846204252596,188.31326155834722,224.71240880334796,401.50134573680833,26,143,188,225,402,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Carolina,SC,0,2024-11-23,2024-11-23,CMU-TimeSeries,25.681857021280464,143.22846204252596,188.31326155834722,224.71240880334796,401.50134573680833,26,143,188,225,402,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Carolina,SC,1,2024-11-23,2024-11-30,CMU-TimeSeries,27.171952949122737,145.34669729534795,200.61953643914737,266.25165462741415,516.7155402384385,27,145,201,266,517,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Carolina,SC,1,2024-11-23,2024-11-30,CMU-TimeSeries,27.171952949122737,145.34669729534795,200.61953643914737,266.25165462741415,516.7155402384385,27,145,201,266,517,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Carolina,SC,2,2024-11-23,2024-12-07,CMU-TimeSeries,32.62202983588825,148.63200938346407,210.2212821658743,316.01240420716124,652.8943696337107,33,149,210,316,653,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Carolina,SC,2,2024-11-23,2024-12-07,CMU-TimeSeries,32.62202983588825,148.63200938346407,210.2212821658743,316.01240420716124,652.8943696337107,33,149,210,316,653,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Carolina,SC,3,2024-11-23,2024-12-14,CMU-TimeSeries,17.031781914462947,117.13982728051275,220.93485591711567,335.0439340051848,665.3599219793521,17,117,221,335,665,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Carolina,SC,3,2024-11-23,2024-12-14,CMU-TimeSeries,17.031781914462947,117.13982728051275,220.93485591711567,335.0439340051848,665.3599219793521,17,117,221,335,665,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Dakota,SD,-1,2024-11-23,2024-11-16,CMU-TimeSeries,7.848702418598264,45.53743827694433,58.82701649951761,69.90778255961148,96.66771595948238,8,46,59,70,97,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Dakota,SD,-1,2024-11-23,2024-11-16,CMU-TimeSeries,7.848702418598264,45.53743827694433,58.82701649951761,69.90778255961148,96.66771595948238,8,46,59,70,97,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Dakota,SD,0,2024-11-23,2024-11-23,CMU-TimeSeries,11.078839431014357,54.63442770988399,63.91787725055169,79.27228897581162,110.46358587102463,11,55,64,79,110,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Dakota,SD,0,2024-11-23,2024-11-23,CMU-TimeSeries,11.078839431014357,54.63442770988399,63.91787725055169,79.27228897581162,110.46358587102463,11,55,64,79,110,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Dakota,SD,1,2024-11-23,2024-11-30,CMU-TimeSeries,9.34116774743778,57.322742687930244,67.68558477967139,84.28312924611629,121.50431699816599,9,57,68,84,122,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Dakota,SD,1,2024-11-23,2024-11-30,CMU-TimeSeries,9.34116774743778,57.322742687930244,67.68558477967139,84.28312924611629,121.50431699816599,9,57,68,84,122,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Dakota,SD,2,2024-11-23,2024-12-07,CMU-TimeSeries,5.5667760871703065,53.35914386369676,71.54778446185482,89.14497736364231,127.7850751954634,6,53,72,89,128,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Dakota,SD,2,2024-11-23,2024-12-07,CMU-TimeSeries,5.5667760871703065,53.35914386369676,71.54778446185482,89.14497736364231,127.7850751954634,6,53,72,89,128,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Dakota,SD,3,2024-11-23,2024-12-14,CMU-TimeSeries,6.561237930343628,49.247837823675404,74.74628006886127,96.82322567457139,134.53452600728832,7,49,75,97,135,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
South Dakota,SD,3,2024-11-23,2024-12-14,CMU-TimeSeries,6.561237930343628,49.247837823675404,74.74628006886127,96.82322567457139,134.53452600728832,7,49,75,97,135,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Tennessee,TN,-1,2024-11-23,2024-11-16,CMU-TimeSeries,17.605478237377504,202.5020023342156,271.4758869288315,313.81003747453235,506.0742958344278,18,203,271,314,506,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Tennessee,TN,-1,2024-11-23,2024-11-16,CMU-TimeSeries,17.605478237377504,202.5020023342156,271.4758869288315,313.81003747453235,506.0742958344278,18,203,271,314,506,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Tennessee,TN,0,2024-11-23,2024-11-23,CMU-TimeSeries,19.55825235286025,211.2708150177931,290.0305579075376,358.743175005117,593.1876973920904,20,211,290,359,593,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Tennessee,TN,0,2024-11-23,2024-11-23,CMU-TimeSeries,19.55825235286025,211.2708150177931,290.0305579075376,358.743175005117,593.1876973920904,20,211,290,359,593,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Tennessee,TN,1,2024-11-23,2024-11-30,CMU-TimeSeries,45.737098028096824,252.62898960828753,314.9636040686573,430.9055657321447,706.8945599845655,46,253,315,431,707,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Tennessee,TN,1,2024-11-23,2024-11-30,CMU-TimeSeries,45.737098028096824,252.62898960828753,314.9636040686573,430.9055657321447,706.8945599845655,46,253,315,431,707,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Tennessee,TN,2,2024-11-23,2024-12-07,CMU-TimeSeries,33.88845396990269,263.00304424380374,356.8831388450961,484.8804295889531,798.3390719230493,34,263,357,485,798,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Tennessee,TN,2,2024-11-23,2024-12-07,CMU-TimeSeries,33.88845396990269,263.00304424380374,356.8831388450961,484.8804295889531,798.3390719230493,34,263,357,485,798,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Tennessee,TN,3,2024-11-23,2024-12-14,CMU-TimeSeries,16.353402409090123,224.35987494708894,392.82819061845004,515.4842988195232,811.7274107083057,16,224,393,515,812,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Tennessee,TN,3,2024-11-23,2024-12-14,CMU-TimeSeries,16.353402409090123,224.35987494708894,392.82819061845004,515.4842988195232,811.7274107083057,16,224,393,515,812,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Texas,TX,-1,2024-11-23,2024-11-16,CMU-TimeSeries,120.43172555924374,705.2802471084348,904.2274768788878,1142.14144368184,2088.9348486967006,120,705,904,1142,2089,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Texas,TX,-1,2024-11-23,2024-11-16,CMU-TimeSeries,120.43172555924374,705.2802471084348,904.2274768788878,1142.14144368184,2088.9348486967006,120,705,904,1142,2089,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Texas,TX,0,2024-11-23,2024-11-23,CMU-TimeSeries,124.6434578849713,707.55938194603,951.1205707840041,1287.2729007267565,2396.585713423758,125,708,951,1287,2397,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Texas,TX,0,2024-11-23,2024-11-23,CMU-TimeSeries,124.6434578849713,707.55938194603,951.1205707840041,1287.2729007267565,2396.585713423758,125,708,951,1287,2397,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Texas,TX,1,2024-11-23,2024-11-30,CMU-TimeSeries,117.91141519989792,753.9605747574541,1073.5767700093002,1497.4742036565744,2735.4263121555086,118,754,1074,1497,2735,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Texas,TX,1,2024-11-23,2024-11-30,CMU-TimeSeries,117.91141519989792,753.9605747574541,1073.5767700093002,1497.4742036565744,2735.4263121555086,118,754,1074,1497,2735,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Texas,TX,2,2024-11-23,2024-12-07,CMU-TimeSeries,105.91580277621796,761.0044184212959,1176.1390073747102,1752.2675666381388,3357.9126768062824,106,761,1176,1752,3358,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Texas,TX,2,2024-11-23,2024-12-07,CMU-TimeSeries,105.91580277621796,761.0044184212959,1176.1390073747102,1752.2675666381388,3357.9126768062824,106,761,1176,1752,3358,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
Texas,TX,3,2024-11-23,2024-12-14,CMU-TimeSeries,55.785979661104605,549.0963508165061,1257.852436854418,1864.0006686102174,3416.441808893036,56,549,1258,1864,3416,Carnegie Mellon Delphi Group,AR ensemble with auxiliary data
