state,date,value,location
OK,2025-04-12,91,40
OK,2025-04-19,82,40
OK,2025-04-26,84,40
OK,2025-05-03,33,40
OK,2025-05-10,27,40
OR,2024-11-09,78,41
OR,2024-11-16,75,41
OR,2024-11-23,59,41
OR,2024-11-30,52,41
OR,2024-12-07,59,41
OR,2024-12-14,70,41
OR,2024-12-21,72,41
OR,2024-12-28,85,41
OR,2025-01-04,122,41
OR,2025-01-11,77,41
OR,2025-01-18,81,41
OR,2025-01-25,52,41
OR,2025-02-01,63,41
OR,2025-02-08,68,41
OR,2025-02-15,67,41
OR,2025-02-22,62,41
OR,2025-03-01,55,41
OR,2025-03-08,52,41
OR,2025-03-15,46,41
OR,2025-03-22,37,41
OR,2025-03-29,41,41
OR,2025-04-05,42,41
OR,2025-04-12,46,41
OR,2025-04-19,43,41
OR,2025-04-26,37,41
OR,2025-05-03,56,41
OR,2025-05-10,20,41
PA,2024-11-09,907,42
PA,2024-11-16,1021,42
PA,2024-11-23,1032,42
PA,2024-11-30,640,42
PA,2024-12-07,642,42
PA,2024-12-14,712,42
PA,2024-12-21,773,42
PA,2024-12-28,1143,42
PA,2025-01-04,1325,42
PA,2025-01-11,1439,42
PA,2025-01-18,1661,42
PA,2025-01-25,1458,42
PA,2025-02-01,1507,42
PA,2025-02-08,1319,42
PA,2025-02-15,1099,42
PA,2025-02-22,1019,42
PA,2025-03-01,970,42
PA,2025-03-08,817,42
PA,2025-03-15,730,42
PA,2025-03-22,619,42
PA,2025-03-29,620,42
PA,2025-04-05,426,42
PA,2025-04-12,352,42
PA,2025-04-19,330,42
PA,2025-04-26,340,42
PA,2025-05-03,258,42
PA,2025-05-10,207,42
PR,2024-11-09,26,72
PR,2024-11-16,44,72
PR,2024-11-23,45,72
PR,2024-11-30,78,72
PR,2024-12-07,107,72
PR,2024-12-14,86,72
PR,2024-12-21,116,72
PR,2024-12-28,107,72
PR,2025-01-04,138,72
PR,2025-01-11,133,72
PR,2025-01-18,83,72
PR,2025-01-25,75,72
PR,2025-02-01,78,72
PR,2025-02-08,75,72
PR,2025-02-15,70,72
PR,2025-02-22,45,72
PR,2025-03-01,75,72
PR,2025-03-08,112,72
PR,2025-03-15,98,72
PR,2025-03-22,58,72
PR,2025-03-29,47,72
PR,2025-04-05,68,72
PR,2025-04-12,82,72
PR,2025-04-19,71,72
PR,2025-04-26,86,72
PR,2025-05-03,66,72
PR,2025-05-10,76,72
RI,2024-11-09,29,44
RI,2024-11-16,21,44
RI,2024-11-23,30,44
RI,2024-11-30,21,44
RI,2024-12-07,40,44
RI,2024-12-14,50,44
RI,2024-12-21,41,44
RI,2024-12-28,63,44
RI,2025-01-04,90,44
RI,2025-01-11,87,44
RI,2025-01-18,68,44
RI,2025-01-25,60,44
RI,2025-02-01,72,44
RI,2025-02-08,57,44
RI,2025-02-15,53,44
RI,2025-02-22,36,44
RI,2025-03-01,26,44
RI,2025-03-08,29,44
RI,2025-03-15,31,44
RI,2025-03-22,39,44
RI,2025-03-29,32,44
RI,2025-04-05,23,44
RI,2025-04-12,22,44
RI,2025-04-19,24,44
RI,2025-04-26,31,44
RI,2025-05-03,14,44
RI,2025-05-10,17,44
SC,2024-11-09,77,45
SC,2024-11-16,69,45
SC,2024-11-23,72,45
SC,2024-11-30,67,45
SC,2024-12-07,75,45
SC,2024-12-14,85,45
SC,2024-12-21,132,45
SC,2024-12-28,168,45
SC,2025-01-04,232,45
SC,2025-01-11,177,45
SC,2025-01-18,178,45
SC,2025-01-25,156,45
SC,2025-02-01,200,45
SC,2025-02-08,214,45
SC,2025-02-15,147,45
SC,2025-02-22,134,45
SC,2025-03-01,178,45
SC,2025-03-08,206,45
SC,2025-03-15,161,45
SC,2025-03-22,156,45
SC,2025-03-29,135,45
SC,2025-04-05,149,45
SC,2025-04-12,100,45
SC,2025-04-19,110,45
SC,2025-04-26,90,45
SC,2025-05-03,81,45
SC,2025-05-10,50,45
SD,2024-11-09,30,46
SD,2024-11-16,37,46
SD,2024-11-23,31,46
SD,2024-11-30,21,46
SD,2024-12-07,24,46
SD,2024-12-14,47,46
SD,2024-12-21,26,46
SD,2024-12-28,46,46
SD,2025-01-04,55,46
SD,2025-01-11,47,46
SD,2025-01-18,39,46
SD,2025-01-25,38,46
SD,2025-02-01,56,46
SD,2025-02-08,61,46
SD,2025-02-15,46,46
SD,2025-02-22,42,46
SD,2025-03-01,20,46
SD,2025-03-08,25,46
SD,2025-03-15,10,46
SD,2025-03-22,25,46
SD,2025-03-29,17,46
SD,2025-04-05,13,46
SD,2025-04-12,17,46
SD,2025-04-19,14,46
SD,2025-04-26,9,46
SD,2025-05-03,10,46
SD,2025-05-10,6,46
TN,2024-11-09,122,47
TN,2024-11-16,161,47
TN,2024-11-23,99,47
TN,2024-11-30,143,47
TN,2024-12-07,143,47
TN,2024-12-14,196,47
TN,2024-12-21,176,47
TN,2024-12-28,229,47
TN,2025-01-04,352,47
TN,2025-01-11,247,47
TN,2025-01-18,258,47
TN,2025-01-25,210,47
TN,2025-02-01,244,47
TN,2025-02-08,260,47
TN,2025-02-15,275,47
TN,2025-02-22,237,47
TN,2025-03-01,259,47
TN,2025-03-08,272,47
TN,2025-03-15,265,47
TN,2025-03-22,223,47
TN,2025-03-29,182,47
TN,2025-04-05,168,47
TN,2025-04-12,121,47
TN,2025-04-19,109,47
TN,2025-04-26,98,47
TN,2025-05-03,60,47
TN,2025-05-10,66,47
TX,2024-11-09,346,48
TX,2024-11-16,231,48
TX,2024-11-23,262,48
TX,2024-11-30,285,48
TX,2024-12-07,401,48
TX,2024-12-14,376,48
TX,2024-12-21,465,48
TX,2024-12-28,586,48
TX,2025-01-04,716,48
TX,2025-01-11,589,48
TX,2025-01-18,596,48
TX,2025-01-25,674,48
TX,2025-02-01,779,48
TX,2025-02-08,836,48
TX,2025-02-15,657,48
TX,2025-02-22,624,48
TX,2025-03-01,671,48
TX,2025-03-08,669,48
TX,2025-03-15,618,48
TX,2025-03-22,592,48
TX,2025-03-29,534,48
TX,2025-04-05,452,48
TX,2025-04-12,429,48
TX,2025-04-19,398,48
TX,2025-04-26,367,48
TX,2025-05-03,316,48
TX,2025-05-10,285,48
US,2024-11-09,7894,US
US,2024-11-16,7741,US
US,2024-11-23,7887,US
US,2024-11-30,7736,US
US,2024-12-07,8937,US
US,2024-12-14,9945,US
US,2024-12-21,11005,US
US,2024-12-28,14259,US
US,2025-01-04,18588,US
US,2025-01-11,15313,US
US,2025-01-18,14044,US
US,2025-01-25,12751,US
US,2025-02-01,13193,US
US,2025-02-08,12935,US
US,2025-02-15,11586,US
US,2025-02-22,10385,US
US,2025-03-01,10137,US
US,2025-03-08,9530,US
US,2025-03-15,8957,US
US,2025-03-22,8370,US
US,2025-03-29,7770,US
US,2025-04-05,6716,US
US,2025-04-12,5996,US
US,2025-04-19,5750,US
US,2025-04-26,5384,US
US,2025-05-03,4566,US
US,2025-05-10,3772,US
UT,2024-11-09,43,49
UT,2024-11-16,47,49
UT,2024-11-23,64,49
UT,2024-11-30,59,49
UT,2024-12-07,62,49
UT,2024-12-14,55,49
UT,2024-12-21,65,49
UT,2024-12-28,97,49
UT,2025-01-04,96,49
UT,2025-01-11,71,49
UT,2025-01-18,52,49
UT,2025-01-25,49,49
UT,2025-02-01,48,49
UT,2025-02-08,45,49
UT,2025-02-15,39,49
UT,2025-02-22,60,49
UT,2025-03-01,47,49
UT,2025-03-08,58,49
UT,2025-03-15,41,49
UT,2025-03-22,31,49
UT,2025-03-29,46,49
UT,2025-04-05,20,49
UT,2025-04-12,37,49
UT,2025-04-19,20,49
UT,2025-04-26,26,49
UT,2025-05-03,25,49
UT,2025-05-10,20,49
VA,2024-11-09,126,51
VA,2024-11-16,104,51
VA,2024-11-23,120,51
VA,2024-11-30,107,51
VA,2024-12-07,134,51
VA,2024-12-14,185,51
VA,2024-12-21,198,51
VA,2024-12-28,297,51
VA,2025-01-04,445,51
VA,2025-01-11,300,51
VA,2025-01-18,280,51
VA,2025-01-25,239,51
VA,2025-02-01,317,51
VA,2025-02-08,316,51
VA,2025-02-15,263,51
VA,2025-02-22,226,51
VA,2025-03-01,268,51
VA,2025-03-08,246,51
VA,2025-03-15,217,51
VA,2025-03-22,188,51
VA,2025-03-29,181,51
VA,2025-04-05,165,51
VA,2025-04-12,133,51
VA,2025-04-19,118,51
VA,2025-04-26,105,51
VA,2025-05-03,77,51
VA,2025-05-10,50,51
VT,2024-11-09,23,50
VT,2024-11-16,11,50
VT,2024-11-23,21,50
VT,2024-11-30,12,50
VT,2024-12-07,20,50
VT,2024-12-14,16,50
VT,2024-12-21,10,50
VT,2024-12-28,33,50
VT,2025-01-04,34,50
VT,2025-01-11,35,50
VT,2025-01-18,33,50
VT,2025-01-25,33,50
VT,2025-02-01,30,50
VT,2025-02-08,30,50
VT,2025-02-15,22,50
VT,2025-02-22,15,50
VT,2025-03-01,11,50
VT,2025-03-08,17,50
VT,2025-03-15,10,50
VT,2025-03-22,14,50
VT,2025-03-29,3,50
VT,2025-04-05,5,50
VT,2025-04-12,10,50
VT,2025-04-19,9,50
VT,2025-04-26,5,50
VT,2025-05-03,8,50
VT,2025-05-10,4,50
WA,2024-11-09,98,53
WA,2024-11-16,83,53
WA,2024-11-23,89,53
WA,2024-11-30,78,53
WA,2024-12-07,56,53
WA,2024-12-14,76,53
WA,2024-12-21,86,53
WA,2024-12-28,115,53
WA,2025-01-04,148,53
WA,2025-01-11,112,53
WA,2025-01-18,89,53
WA,2025-01-25,104,53
WA,2025-02-01,120,53
WA,2025-02-08,139,53
WA,2025-02-15,147,53
WA,2025-02-22,189,53
WA,2025-03-01,123,53
WA,2025-03-08,93,53
WA,2025-03-15,99,53
WA,2025-03-22,85,53
WA,2025-03-29,89,53
WA,2025-04-05,57,53
WA,2025-04-12,72,53
WA,2025-04-19,77,53
WA,2025-04-26,80,53
WA,2025-05-03,85,53
WA,2025-05-10,80,53
WI,2024-11-09,158,55
WI,2024-11-16,149,55
WI,2024-11-23,152,55
WI,2024-11-30,136,55
WI,2024-12-07,192,55
WI,2024-12-14,231,55
WI,2024-12-21,295,55
WI,2024-12-28,406,55
WI,2025-01-04,522,55
WI,2025-01-11,403,55
WI,2025-01-18,414,55
WI,2025-01-25,361,55
WI,2025-02-01,309,55
WI,2025-02-08,338,55
WI,2025-02-15,262,55
WI,2025-02-22,225,55
WI,2025-03-01,192,55
WI,2025-03-08,165,55
WI,2025-03-15,146,55
WI,2025-03-22,140,55
WI,2025-03-29,112,55
WI,2025-04-05,112,55
WI,2025-04-12,91,55
WI,2025-04-19,92,55
WI,2025-04-26,83,55
WI,2025-05-03,64,55
WI,2025-05-10,60,55
WV,2024-11-09,62,54
WV,2024-11-16,64,54
WV,2024-11-23,146,54
WV,2024-11-30,147,54
WV,2024-12-07,92,54
WV,2024-12-14,156,54
WV,2024-12-21,102,54
WV,2024-12-28,143,54
WV,2025-01-04,181,54
WV,2025-01-11,141,54
WV,2025-01-18,143,54
WV,2025-01-25,111,54
WV,2025-02-01,91,54
WV,2025-02-08,114,54
WV,2025-02-15,124,54
WV,2025-02-22,109,54
WV,2025-03-01,104,54
WV,2025-03-08,91,54
WV,2025-03-15,61,54
WV,2025-03-22,63,54
WV,2025-03-29,59,54
WV,2025-04-05,49,54
WV,2025-04-12,32,54
WV,2025-04-19,27,54
WV,2025-04-26,40,54
WV,2025-05-03,19,54
WV,2025-05-10,19,54
WY,2024-11-09,61,56
WY,2024-11-16,47,56
WY,2024-11-23,28,56
WY,2024-11-30,45,56
WY,2024-12-07,40,56
WY,2024-12-14,53,56
WY,2024-12-21,33,56
WY,2024-12-28,92,56
WY,2025-01-04,45,56
WY,2025-01-11,45,56
WY,2025-01-18,47,56
WY,2025-01-25,29,56
WY,2025-02-01,54,56
WY,2025-02-08,23,56
WY,2025-02-15,18,56
WY,2025-02-22,20,56
WY,2025-03-01,5,56
WY,2025-03-08,13,56
WY,2025-03-15,20,56
WY,2025-03-22,20,56
WY,2025-03-29,17,56
WY,2025-04-05,9,56
WY,2025-04-12,10,56
WY,2025-04-19,5,56
WY,2025-04-26,13,56
WY,2025-05-03,6,56
WY,2025-05-10,5,56
